aclu_id,official_name,party,district,state,legislator_type,congressional_district
aclu/elections-api/congress_legislator:11648,Marie Newman,Democrat,3,IL,rep,1703
aclu/elections-api/congress_legislator:680,Bill Foster,Democrat,11,IL,rep,1711
aclu/elections-api/congress_legislator:11541,Sean Casten,Democrat,6,IL,rep,1706
aclu/elections-api/congress_legislator:688,John Shimkus,Republican,15,IL,rep,1715
aclu/elections-api/congress_legislator:697,Rodney Davis,Republican,13,IL,rep,1713
aclu/elections-api/congress_legislator:687,Janice D. Schakowsky,Democrat,9,IL,rep,1709
aclu/elections-api/congress_legislator:685,Danny K. Davis,Democrat,7,IL,rep,1707
aclu/elections-api/congress_legislator:731,Steve Scalise,Republican,1,LA,rep,2201
aclu/elections-api/congress_legislator:730,Ralph Lee Abraham,Republican,5,LA,rep,2205
aclu/elections-api/congress_legislator:725,Cedric L. Richmond,Democrat,2,LA,rep,2202
aclu/elections-api/congress_legislator:726,Clay Higgins,Republican,3,LA,rep,2203
aclu/elections-api/congress_legislator:729,Mike Johnson,Republican,4,LA,rep,2204
aclu/elections-api/congress_legislator:727,Garret Graves,Republican,6,LA,rep,2206
aclu/elections-api/congress_legislator:1027,Gwen Moore,Democrat,4,WI,rep,5504
aclu/elections-api/congress_legislator:11619,Thomas P. Tiffany,Republican,7,WI,rep,5507
aclu/elections-api/congress_legislator:1030,Paul D. Ryan,Republican,1,WI,rep,5501
aclu/elections-api/congress_legislator:11610,Bryan Steil,Republican,1,WI,rep,5501
aclu/elections-api/congress_legislator:1025,"F. James Sensenbrenner, Jr.",Republican,5,WI,rep,5505
aclu/elections-api/congress_legislator:1028,Mark Pocan,Democrat,2,WI,rep,5502
aclu/elections-api/congress_legislator:1029,Mike Gallagher,Republican,8,WI,rep,5508
aclu/elections-api/congress_legislator:11685,Scott Fitzgerald,Republican,5,WI,rep,5505
aclu/elections-api/congress_legislator:1032,Ron Kind,Democrat,3,WI,rep,5503
aclu/elections-api/congress_legislator:1026,Glenn Grothman,Republican,6,WI,rep,5506
aclu/elections-api/congress_legislator:1033,Sean P. Duffy,Republican,7,WI,rep,5507
aclu/elections-api/congress_legislator:1014,Cathy McMorris Rodgers,Republican,5,WA,rep,5305
aclu/elections-api/congress_legislator:1015,Dan Newhouse,Republican,4,WA,rep,5304
aclu/elections-api/congress_legislator:1019,Jaime Herrera Beutler,Republican,3,WA,rep,5303
aclu/elections-api/congress_legislator:1023,Rick Larsen,Democrat,2,WA,rep,5302
aclu/elections-api/congress_legislator:1024,Suzan K. DelBene,Democrat,1,WA,rep,5301
aclu/elections-api/congress_legislator:11609,Kim Schrier,Democrat,8,WA,rep,5308
aclu/elections-api/congress_legislator:1016,David G. Reichert,Republican,8,WA,rep,5308
aclu/elections-api/congress_legislator:1017,Denny Heck,Democrat,10,WA,rep,5310
aclu/elections-api/congress_legislator:11684,Marilyn Strickland,Democrat,10,WA,rep,5310
aclu/elections-api/congress_legislator:1022,Pramila Jayapal,Democrat,7,WA,rep,5307
aclu/elections-api/congress_legislator:1013,Adam Smith,Democrat,9,WA,rep,5309
aclu/elections-api/congress_legislator:1018,Derek Kilmer,Democrat,6,WA,rep,5306
aclu/elections-api/congress_legislator:11590,John Rose,Republican,6,TN,rep,4706
aclu/elections-api/congress_legislator:945,David Kustoff,Republican,8,TN,rep,4708
aclu/elections-api/congress_legislator:11674,Diana Harshbarger,Republican,1,TN,rep,4701
aclu/elections-api/congress_legislator:944,"Charles J. ""Chuck"" Fleischmann",Republican,3,TN,rep,4703
aclu/elections-api/congress_legislator:11591,Mark E. Green,Republican,7,TN,rep,4707
aclu/elections-api/congress_legislator:11592,Tim Burchett,Republican,2,TN,rep,4702
aclu/elections-api/congress_legislator:953,Steve Cohen,Democrat,9,TN,rep,4709
aclu/elections-api/congress_legislator:949,"John J. Duncan, Jr.",Republican,2,TN,rep,4702
aclu/elections-api/congress_legislator:946,David P. Roe,Republican,1,TN,rep,4701
aclu/elections-api/congress_legislator:947,Diane Black,Republican,6,TN,rep,4706
aclu/elections-api/congress_legislator:952,Scott DesJarlais,Republican,4,TN,rep,4704
aclu/elections-api/congress_legislator:948,Jim Cooper,Democrat,5,TN,rep,4705
